Provider Name,Website,Program Name,Description,Day of the week,Start time,End time,Start date,End date,Required Days/Week,Enrollment Type,Min Age,Max Age,Prerequisite,Cost,Number Class,Cost Per Class,Session Length,Cost Per Hour,Address,Interest Category,Enrollment Status,Program Type,School Pickup From,Instructor Language,Contact Email,Contact Phone,Grade_Level
Treasure Trunk Theatre Park Slope,https://www.treasuretrunktheatre.com/,Storytelling Adventure Fridays (Pick Up),,Friday,3:00 PM,5:00 PM,9/19/2025,1/30/2026,1,Semester Based,3,7,None,935,17,55,2,27.5,"179 4th Ave, Brooklyn, NY 11217",Theater,Open,Off-site,Yes,English,info@treasuretrunktheatre.com,(347) 762-9475,
Treasure Trunk Theatre Park Slope,https://www.treasuretrunktheatre.com/,Storytelling Adventure Fridays (Drop Off Only),,Friday,3:30 PM,4:30 PM,9/19/2025,1/30/2026,1,Semester Based,3,7,None,680,17,40,1,40,"179 4th Ave, Brooklyn, NY 11217",Theater,Open,Off-site,Yes,English,info@treasuretrunktheatre.com,(347) 762-9475,
Treasure Trunk Theatre Atlantic Avenue,https://www.treasuretrunktheatre.com/,Pop Star Project Tuesdays (Pick Up),,Tuesday,3:00 PM,5:00 PM,9/16/2025,1/27/2026,1,Semester Based,3,7,None,825,15,55,2,27.5,"141 Atlantic Ave, Brooklyn, NY 11201",Theater,Open,Off-site,Yes,English,info@treasuretrunktheatre.com,(347) 762-9475,
Treasure Trunk Theatre Atlantic Avenue,https://www.treasuretrunktheatre.com/,Pop Star Project Tuesdays (Drop Off Only),,Tuesday,3:30 PM,4:30 PM,9/16/2025,1/27/2026,1,Semester Based,3,7,None,600,15,40,1,40,"141 Atlantic Ave, Brooklyn, NY 11201",Theater,Open,Off-site,Yes,English,info@treasuretrunktheatre.com,(347) 762-9475,
Treasure Trunk Theatre Atlantic Avenue,https://www.treasuretrunktheatre.com/,"Craft, Create and Collaborate Wednesdays (Pick Up)",,Wednesday,3:00 PM,5:00 PM,9/17/2025,1/27/2026,1,Semester Based,3,7,None,935,17,55,2,27.5,"141 Atlantic Ave, Brooklyn, NY 11201",Theater,Open,Off-site,Yes,English,info@treasuretrunktheatre.com,(347) 762-9475,
Treasure Trunk Theatre Atlantic Avenue,https://www.treasuretrunktheatre.com/,"Craft, Create and Collaborate Wednesdays (Drop Off Only)",,Wednesday,3:30 PM,4:30 PM,9/17/2025,1/27/2026,1,Semester Based,3,7,None,680,17,40,1,40,"141 Atlantic Ave, Brooklyn, NY 11201",Theater,Open,Off-site,Yes,English,info@treasuretrunktheatre.com,(347) 762-9475,
Treasure Trunk Theatre Atlantic Avenue,https://www.treasuretrunktheatre.com/,Imagination Workshop Thursdays (Pick Up),,Thursday,3:00 PM,5:00 PM,9/18/2025,1/28/2026,1,Semester Based,3,7,None,880,16,55,2,27.5,"141 Atlantic Ave, Brooklyn, NY 11201",Theater,Open,Off-site,Yes,English,info@treasuretrunktheatre.com,(347) 762-9475,
Treasure Trunk Theatre Atlantic Avenue,https://www.treasuretrunktheatre.com/,Imagination Workshop Thursdays (Drop Off Only),,Thursday,3:30 PM,4:30 PM,9/18/2025,1/28/2026,1,Semester Based,3,7,None,640,16,40,1,40,"141 Atlantic Ave, Brooklyn, NY 11201",Theater,Open,Off-site,Yes,English,info@treasuretrunktheatre.com,(347) 762-9475,
Treasure Trunk Theatre Atlantic Avenue,https://www.treasuretrunktheatre.com/,Storytelling Adventure Fridays (Pick Up),,Friday,3:00 PM,5:00 PM,9/19/2025,1/29/2026,1,Semester Based,3,7,None,935,17,55,2,27.5,"141 Atlantic Ave, Brooklyn, NY 11201",Theater,Open,Off-site,Yes,English,info@treasuretrunktheatre.com,(347) 762-9475,
Treasure Trunk Theatre Atlantic Avenue,https://www.treasuretrunktheatre.com/,Storytelling Adventure Fridays (Drop Off Only),,Friday,3:30 PM,4:30 PM,9/19/2025,1/29/2026,1,Semester Based,3,7,None,680,17,40,1,40,"141 Atlantic Ave, Brooklyn, NY 11201",Theater,Open,Off-site,Yes,English,info@treasuretrunktheatre.com,(347) 762-9475,
Dancewave,https://dancewave.org/,Contemporary Fundamentals,Learn foundational contemporary dance technique and participate in team-building activities and processes,Tuesday,3:45 PM,4:30 PM,9/9/2025,5/26/2026,1,Semester Based,5,7,None,"1,074",32,34,0.75,44.75,"182 4th Ave, Brooklyn, NY 11217",Dance,Open,Off-site,No,English,dtcb@dancewave.org,(718) 522-4696,
Dancewave,https://dancewave.org/,Ballet Fundamentals,A fun introduction to ballet for movers of all levels!,Thursday,4:00 PM,4:45 PM,9/11/2025,5/22/2026,1,Semester Based,5,7,None,949,31,31,0.75,40.82,"182 4th Ave, Brooklyn, NY 11217",Dance,Open,Off-site,No,English,dtcb@dancewave.org,(718) 522-4696,
Mark Morris Dance Group,https://markmorrisdancegroup.org/,Creative Dance,Young dancers have fun learning dance fundamentals to live musical accompaniment,Monday,3:45 PM,4:30 PM,9/15/2025,11/17/2025,1,Semester Based,4,4,None,280,7,40,0.75,53.33,"3 Lafayette Ave, Brooklyn, NY 11217",Dance,Open,Off-site,No,English,schooladmin@mmdg.org,(718) 624-8400,
Mark Morris Dance Group,https://markmorrisdancegroup.org/,Creative Dance,Young dancers have fun learning dance fundamentals to live musical accompaniment,Tuesday,4:15 PM,5:00 PM,9/16/2025,11/18/2025,1,Semester Based,4,4,None,280,8,35,0.75,46.67,"3 Lafayette Ave, Brooklyn, NY 11217",Dance,Open,Off-site,No,English,schooladmin@mmdg.org,(718) 624-8400,
Mark Morris Dance Group,https://markmorrisdancegroup.org/,Creative Dance,Young dancers have fun learning dance fundamentals to live musical accompaniment,Wednesday,4:00 PM,4:45 PM,9/17/2025,11/12/2025,1,Semester Based,4,4,None,280,8,35,0.75,46.67,"3 Lafayette Ave, Brooklyn, NY 11217",Dance,Open,Off-site,No,English,schooladmin@mmdg.org,(718) 624-8400,
Mark Morris Dance Group,https://markmorrisdancegroup.org/,Creative Dance,Young dancers have fun learning dance fundamentals to live musical accompaniment,Thursday,4:30 PM,5:15 PM,9/18/2025,11/13/2025,1,Semester Based,4,4,None,280,8,35,0.75,46.67,"3 Lafayette Ave, Brooklyn, NY 11217",Dance,Open,Off-site,No,English,schooladmin@mmdg.org,(718) 624-8400,
Mark Morris Dance Group,https://markmorrisdancegroup.org/,Creative Dance,Young dancers have fun learning dance fundamentals to live musical accompaniment,Saturday,10:00 AM,10:45 AM,9/20/2025,11/8/2025,1,Semester Based,4,4,None,280,8,35,0.75,46.67,"3 Lafayette Ave, Brooklyn, NY 11217",Dance,Open,Off-site,No,English,schooladmin@mmdg.org,(718) 624-8400,
Mark Morris Dance Group,https://markmorrisdancegroup.org/,Creative Dance,Young dancers have fun learning dance fundamentals to live musical accompaniment,Saturday,12:30 PM,1:15 PM,9/20/2025,11/8/2025,1,Semester Based,4,4,None,280,8,35,0.75,46.67,"3 Lafayette Ave, Brooklyn, NY 11217",Dance,Open,Off-site,No,English,schooladmin@mmdg.org,(718) 624-8400,
Mark Morris Dance Group,https://markmorrisdancegroup.org/,Creative Dance,Young dancers have fun learning dance fundamentals to live musical accompaniment,Sunday,11:30 AM,12:15 PM,9/21/2025,11/9/2025,1,Semester Based,4,4,None,280,8,35,0.75,46.67,"3 Lafayette Ave, Brooklyn, NY 11217",Dance,Open,Off-site,No,English,schooladmin@mmdg.org,(718) 624-8400,
Mark Morris Dance Group,https://markmorrisdancegroup.org/,Creative Dance,"Begin to study a genre of their choice –  Ballet, Modern, Hip-Hop, Broadway Jazz, or Tap – while still developing motor skills, confidence, and social development",Monday,4:30 PM,5:15 PM,9/15/2025,11/17/2025,1,Semester Based,5,6,None,280,7,40,0.75,53.33,"3 Lafayette Ave, Brooklyn, NY 11217",Dance,Open,Off-site,No,English,schooladmin@mmdg.org,(718) 624-8400,
Mark Morris Dance Group,https://markmorrisdancegroup.org/,Creative Dance,"Begin to study a genre of their choice –  Ballet, Modern, Hip-Hop, Broadway Jazz, or Tap – while still developing motor skills, confidence, and social development",Saturday,10:45 AM,11:30 AM,9/20/2025,11/8/2025,1,Semester Based,4,4,None,280,8,35,0.75,46.67,"3 Lafayette Ave, Brooklyn, NY 11217",Dance,Open,Off-site,No,English,schooladmin@mmdg.org,(718) 624-8400,
Mark Morris Dance Group,https://markmorrisdancegroup.org/,Creative Dance,"Begin to study a genre of their choice –  Ballet, Modern, Hip-Hop, Broadway Jazz, or Tap – while still developing motor skills, confidence, and social development",Saturday,1:15 PM,2:00 PM,9/20/2025,11/8/2025,1,Semester Based,4,4,None,280,8,35,0.75,46.67,"3 Lafayette Ave, Brooklyn, NY 11217",Dance,Open,Off-site,No,English,schooladmin@mmdg.org,(718) 624-8400,
Mark Morris Dance Group,https://markmorrisdancegroup.org/,Creative Dance,"Begin to study a genre of their choice –  Ballet, Modern, Hip-Hop, Broadway Jazz, or Tap – while still developing motor skills, confidence, and social development",Sunday,12:15 PM,1:00 PM,9/21/2025,11/9/2025,1,Semester Based,4,4,None,280,8,35,0.75,46.67,"3 Lafayette Ave, Brooklyn, NY 11217",Dance,Open,Off-site,No,English,schooladmin@mmdg.org,(718) 624-8400,
Brooklyn Music School,https://www.brooklynmusicschool.org/,Jr. A Suzuki Violin,Violin foundations with proper posture and technique using Suzuki method,Monday,3:45 PM,4:30 PM,9/8/2025,1/26/2026,1,Semester Based,5,7,None,646,17,38,0.75,50.67,"126 St Felix St, Brooklyn, NY 11217",Music,Open,Off-site,Additional Fee - PS 9/11/20/38/56/133/282/456/BPC/Compass/Community Roots/IES,English,registrar@brooklynmusicschool.org,(718) 290-2760,
Brooklyn Music School,https://www.brooklynmusicschool.org/,Jr. B Group Piano,Interactive piano introduction using Faber Piano Adventure books,Monday,3:45 PM,4:30 PM,9/8/2025,1/26/2026,1,Semester Based,5,7,Some piano experience,646,17,38,0.75,50.67,"126 St Felix St, Brooklyn, NY 11217",Music,Open,Off-site,Additional Fee - PS 9/11/20/38/56/133/282/456/BPC/Compass/Community Roots/IES,English,registrar@brooklynmusicschool.org,(718) 290-2760,
Brooklyn Music School,https://www.brooklynmusicschool.org/,Jr. B Group Piano,Interactive piano using Faber Piano Adventure books,Monday,4:40 PM,5:25 PM,9/8/2025,1/26/2026,1,Semester Based,5,7,Some piano experience,646,17,38,0.75,50.67,"126 St Felix St, Brooklyn, NY 11217",Music,Open,Off-site,Additional Fee - PS 9/11/20/38/56/133/282/456/BPC/Compass/Community Roots/IES,English,registrar@brooklynmusicschool.org,(718) 290-2760,
Brooklyn Music School,https://www.brooklynmusicschool.org/,Broadway Bound Jr. A - Intro to Acting/Choir,Two-class track: vocal techniques and basic acting skills,Monday,4:40 PM,6:15 PM,9/8/2025,1/26/2026,1,Semester Based,5,7,None,"1,122",17,66,1.58,41.68,"126 St Felix St, Brooklyn, NY 11217",Theater,Open,Off-site,Additional Fee - PS 9/11/20/38/56/133/282/456/BPC/Compass/Community Roots/IES,English,registrar@brooklynmusicschool.org,(718) 290-2760,
Brooklyn Music School,https://www.brooklynmusicschool.org/,Dance All Day Jr A/B - Hip Hop/Breaking,Hip hop and breakdancing performance track,Monday,4:40 PM,6:15 PM,9/8/2025,1/26/2026,1,Semester Based,5,7,None,"1,122",17,66,1.58,41.68,"126 St Felix St, Brooklyn, NY 11217",Dance,Open,Off-site,Additional Fee - PS 9/11/20/38/56/133/282/456/BPC/Compass/Community Roots/IES,English,registrar@brooklynmusicschool.org,(718) 290-2760,
Brooklyn Music School,https://www.brooklynmusicschool.org/,Jr. A/B Drum Kids,Percussion fundamentals with floor toms and snare drums,Tuesday,3:45 PM,4:30 PM,9/9/2025,1/27/2026,1,Semester Based,5,7,None,646,17,38,0.75,50.67,"126 St Felix St, Brooklyn, NY 11217",Music,Open,Off-site,Additional Fee - PS 9/11/20/38/56/133/282/456/BPC/Compass/Community Roots/IES,English,registrar@brooklynmusicschool.org,(718) 290-2760,
Brooklyn Music School,https://www.brooklynmusicschool.org/,Jr. A Group Piano,Beginning piano using Faber Piano Adventure books,Tuesday,3:45 PM,4:30 PM,9/9/2025,1/27/2026,1,Semester Based,5,7,None,646,17,38,0.75,50.67,"126 St Felix St, Brooklyn, NY 11217",Music,Open,Off-site,Additional Fee - PS 9/11/20/38/56/133/282/456/BPC/Compass/Community Roots/IES,English,registrar@brooklynmusicschool.org,(718) 290-2760,
Brooklyn Music School,https://www.brooklynmusicschool.org/,Rhythm Nation Jr. A/B - Group Piano/Songwriting,Two-class track combining piano and songwriting,Tuesday,4:40 PM,6:15 PM,9/9/2025,1/27/2026,1,Semester Based,5,7,None,"1,122",17,66,1.58,41.68,"126 St Felix St, Brooklyn, NY 11217",Music,Open,Off-site,Additional Fee - PS 9/11/20/38/56/133/282/456/BPC/Compass/Community Roots/IES,English,registrar@brooklynmusicschool.org,(718) 290-2760,
Brooklyn Music School,https://www.brooklynmusicschool.org/,Dance All Day Jr A/B - Today's Hits,Contemporary dance trends from social media,Tuesday,4:40 PM,6:15 PM,9/9/2025,1/27/2026,1,Semester Based,5,7,None,"1,122",17,66,1.58,41.68,"126 St Felix St, Brooklyn, NY 11217",Dance,Open,Off-site,Additional Fee - PS 9/11/20/38/56/133/282/456/BPC/Compass/Community Roots/IES,English,registrar@brooklynmusicschool.org,(718) 290-2760,
Brooklyn Music School,https://www.brooklynmusicschool.org/,Jr. A/B World Percussion,Variety of world percussion instruments and rhythms,Wednesday,3:45 PM,4:30 PM,9/10/2025,1/28/2026,1,Semester Based,5,7,None,684,18,38,0.75,50.67,"126 St Felix St, Brooklyn, NY 11217",Music,Open,Off-site,Additional Fee - PS 9/11/20/38/56/133/282/456/BPC/Compass/Community Roots/IES,English,registrar@brooklynmusicschool.org,(718) 290-2760,
Brooklyn Music School,https://www.brooklynmusicschool.org/,Strings 'n' Things Jr. B - Group Piano/Loog Guitar,Piano and simplified 3-string guitar for young beginners,Wednesday,4:40 PM,6:15 PM,9/10/2025,1/28/2026,1,Semester Based,5,7,Some musical experience,"1,188",18,66,1.58,41.68,"126 St Felix St, Brooklyn, NY 11217",Music,Open,Off-site,Additional Fee - PS 9/11/20/38/56/133/282/456/BPC/Compass/Community Roots/IES,English,registrar@brooklynmusicschool.org,(718) 290-2760,
Brooklyn Music School,https://www.brooklynmusicschool.org/,Broadway Bound Jr. A&B - Intro to Playwriting/Ensemble Exploration,Collaborative playwriting and ensemble development,Wednesday,4:40 PM,6:15 PM,9/10/2025,1/28/2026,1,Semester Based,5,7,None,"1,188",18,66,1.58,41.68,"126 St Felix St, Brooklyn, NY 11217",Theater,Open,Off-site,Additional Fee - PS 9/11/20/38/56/133/282/456/BPC/Compass/Community Roots/IES,English,registrar@brooklynmusicschool.org,(718) 290-2760,
Brooklyn Music School,https://www.brooklynmusicschool.org/,Dance All Day Jr A/B - Afro Beats/African Dance,African drums and dance from various countries,Wednesday,4:40 PM,6:15 PM,9/10/2025,1/28/2026,1,Semester Based,5,7,None,"1,188",18,66,1.58,41.68,"126 St Felix St, Brooklyn, NY 11217",Dance,Open,Off-site,Additional Fee - PS 9/11/20/38/56/133/282/456/BPC/Compass/Community Roots/IES,English,registrar@brooklynmusicschool.org,(718) 290-2760,
Brooklyn Music School,https://www.brooklynmusicschool.org/,Jr. B Group Piano,Interactive piano using Faber books,Thursday,3:45 PM,4:30 PM,9/11/2025,1/29/2026,1,Semester Based,5,7,Some piano experience,684,18,38,0.75,50.67,"126 St Felix St, Brooklyn, NY 11217",Music,Open,Off-site,Additional Fee - PS 9/11/20/38/56/133/282/456/BPC/Compass/Community Roots/IES,English,registrar@brooklynmusicschool.org,(718) 290-2760,
Brooklyn Music School,https://www.brooklynmusicschool.org/,Jr. A/B Choir,Basic vocal techniques and ensemble singing,Thursday,4:40 PM,5:25 PM,9/11/2025,1/29/2026,1,Semester Based,5,7,None,684,18,38,0.75,50.67,"126 St Felix St, Brooklyn, NY 11217",Music,Open,Off-site,Additional Fee - PS 9/11/20/38/56/133/282/456/BPC/Compass/Community Roots/IES,English,registrar@brooklynmusicschool.org,(718) 290-2760,
Brooklyn Music School,https://www.brooklynmusicschool.org/,Rhythm Nation Jr. A - Group Piano/World Percussion,Piano and world percussion combination,Thursday,4:40 PM,6:15 PM,9/11/2025,1/29/2026,1,Semester Based,5,7,None,"1,188",18,66,1.58,41.68,"126 St Felix St, Brooklyn, NY 11217",Music,Open,Off-site,Additional Fee - PS 9/11/20/38/56/133/282/456/BPC/Compass/Community Roots/IES,English,registrar@brooklynmusicschool.org,(718) 290-2760,
Brooklyn Music School,https://www.brooklynmusicschool.org/,Dance All Day Jr A/B - Today's Hits,Contemporary viral dance trends,Thursday,4:40 PM,6:15 PM,9/11/2025,1/29/2026,1,Semester Based,5,7,None,"1,188",18,66,1.58,41.68,"126 St Felix St, Brooklyn, NY 11217",Dance,Open,Off-site,Additional Fee - PS 9/11/20/38/56/133/282/456/BPC/Compass/Community Roots/IES,English,registrar@brooklynmusicschool.org,(718) 290-2760,
Brooklyn Music School,https://www.brooklynmusicschool.org/,Broadway Bound Jr. A - Improv & Drama Games,Creative drama and improvisation skills,Thursday,4:40 PM,6:15 PM,9/11/2025,1/29/2026,1,Semester Based,5,7,None,"1,188",18,66,1.58,41.68,"126 St Felix St, Brooklyn, NY 11217",Theater,Open,Off-site,Additional Fee - PS 9/11/20/38/56/133/282/456/BPC/Compass/Community Roots/IES,English,registrar@brooklynmusicschool.org,(718) 290-2760,
We Core,https://brooklyn.explorerkids.us/ps-38-main,STEMWORKS,"Future engineers and thinkers solve real-world challenges like rescuing animals from floods or designing desert irrigation systems. Each week presents a new STEM-based problem, encouraging Explorers to think critically and creatively while collaborating with peers.",Monday,2:30 PM,3:30 PM,01/05/2026,04/01/2026,1,Semester Based,3,4,None,193,11,17.55,,,"450 Pacific St, Brooklyn, NY 11217",STEM,Open,On-site,PS 38,English,info@explorerkids.us,(855) 687-6923,3K|UPK
We Core,https://brooklyn.explorerkids.us/ps-38-main,STEMWORKS,"Future engineers and thinkers solve real-world challenges like rescuing animals from floods or designing desert irrigation systems. Each week presents a new STEM-based problem, encouraging Explorers to think critically and creatively while collaborating with peers.",Monday,2:30 PM,3:30 PM,01/05/2026,04/01/2026,1,Semester Based,5,10,None,164,11,14.91,,,"450 Pacific St, Brooklyn, NY 11217",STEM,Open,On-site,PS 38,English,info@explorerkids.us,(855) 687-6923,K|1st|2nd|3rd|4th|5th
We Partner - Soccer Stars,https://brooklyn.explorerkids.us/ps-38-main,SOCCER STARS,"In this friendly, non-competitive setting, kids learn soccer fundamentals like passing, dribbling, and teamwork. Guided by enthusiastic coaches, Explorers develop confidence and a love for the game.",Monday,2:30 PM,3:30 PM,01/05/2026,04/01/2026,1,Semester Based,3,4,None,490,11,44.55,,,"450 Pacific St, Brooklyn, NY 11217",Sports,Open,On-site,PS 38,English,info@explorerkids.us,(855) 687-6923,3K|UPK
We Partner - EdVenture Quest,https://brooklyn.explorerkids.us/ps-38-main,EDVENTURE QUEST: CALAMITY IN THE COSMOS,"A STEM space adventure where children become intergalactic problem-solvers. From weighing space suits to identifying asteroids, each mission strengthens science skills through imaginative play.",Monday,2:30 PM,3:30 PM,01/05/2026,04/01/2026,1,Semester Based,5,7,None,405,11,36.82,,,"450 Pacific St, Brooklyn, NY 11217",STEM,Open,On-site,PS 38,English,info@explorerkids.us,(855) 687-6923,K|1st|2nd
We Core,https://brooklyn.explorerkids.us/ps-38-main,LET'S GET PHYSICAL,"Explorers stay active and energized with games and team sports from around the world that promote fitness and fun. Children build coordination, stamina, and respect for others while learning the importance of movement and teamwork.",Monday,3:30 PM,4:30 PM,01/05/2026,04/01/2026,1,Semester Based,3,4,None,193,11,17.55,,,"450 Pacific St, Brooklyn, NY 11217",Sports,Open,On-site,PS 38,English,info@explorerkids.us,(855) 687-6923,3K|UPK
We Core,https://brooklyn.explorerkids.us/ps-38-main,LET'S GET PHYSICAL,"Explorers stay active and energized with games and team sports from around the world that promote fitness and fun. Children build coordination, stamina, and respect for others while learning the importance of movement and teamwork.",Monday,3:30 PM,4:30 PM,01/05/2026,04/01/2026,1,Semester Based,5,10,None,164,11,14.91,,,"450 Pacific St, Brooklyn, NY 11217",Sports,Open,On-site,PS 38,English,info@explorerkids.us,(855) 687-6923,K|1st|2nd|3rd|4th|5th
We Partner - Robot Foundry,https://brooklyn.explorerkids.us/ps-38-main,ROBOT ROOKIES,"Students will be introduced to the wonders of engineering and creativity through hands-on building. The difficulty of the projects will increase slightly with age, but the core concept remains the same across all grades: by empowering children with knowledge and encouraging their creativity, they can build whatever they imagine.",Monday,3:30 PM,4:30 PM,01/05/2026,04/01/2026,1,Semester Based,5,7,None,615,11,55.91,,,"450 Pacific St, Brooklyn, NY 11217",STEM,Open,On-site,PS 38,English,info@explorerkids.us,(855) 687-6923,K|1st|2nd
We Core,https://brooklyn.explorerkids.us/ps-38-main,JR JETSETTERS,"Kids journey across the continents as they explore food, music, art, and traditions from cultures around the globe. Through immersive activities, they build empathy and a greater understanding of our diverse world.",Monday,4:30 PM,5:30 PM,01/05/2026,04/01/2026,1,Semester Based,3,4,None,193,11,17.55,,,"450 Pacific St, Brooklyn, NY 11217",Art,Open,On-site,PS 38,English,info@explorerkids.us,(855) 687-6923,3K|UPK
We Core,https://brooklyn.explorerkids.us/ps-38-main,JR JETSETTERS,"Kids journey across the continents as they explore food, music, art, and traditions from cultures around the globe. Through immersive activities, they build empathy and a greater understanding of our diverse world.",Monday,4:30 PM,5:30 PM,01/05/2026,04/01/2026,1,Semester Based,5,10,None,164,11,14.91,,,"450 Pacific St, Brooklyn, NY 11217",Art,Open,On-site,PS 38,English,info@explorerkids.us,(855) 687-6923,K|1st|2nd|3rd|4th|5th
We Core,https://brooklyn.explorerkids.us/ps-38-main,IMAGINATION OVERLOAD,"Dive into stories from around the world as kids create theatrical performances inspired by fairy tales, legends, and cultural myths. A full-body storytelling experience that blends theater, literature, and creativity.",Tuesday,2:30 PM,3:30 PM,01/05/2026,04/01/2026,1,Semester Based,3,4,None,193,12,16.08,,,"450 Pacific St, Brooklyn, NY 11217",Art,Open,On-site,PS 38,English,info@explorerkids.us,(855) 687-6923,3K|UPK
We Core,https://brooklyn.explorerkids.us/ps-38-main,IMAGINATION OVERLOAD,"Dive into stories from around the world as kids create theatrical performances inspired by fairy tales, legends, and cultural myths. A full-body storytelling experience that blends theater, literature, and creativity.",Tuesday,2:30 PM,3:30 PM,01/05/2026,04/01/2026,1,Semester Based,5,10,None,164,12,13.67,,,"450 Pacific St, Brooklyn, NY 11217",Art,Open,On-site,PS 38,English,info@explorerkids.us,(855) 687-6923,K|1st|2nd|3rd|4th|5th
We Partner - Soccer Stars,https://brooklyn.explorerkids.us/ps-38-main,AMAZING ATHLETES,"A multi-sport fitness program introducing the basics of 10 different sports. With an emphasis on movement milestones, this class supports overall motor development and confidence through positive physical experiences.",Tuesday,2:30 PM,3:30 PM,01/05/2026,04/01/2026,1,Semester Based,3,4,None,490,12,40.83,,,"450 Pacific St, Brooklyn, NY 11217",Sports,Open,On-site,PS 38,English,info@explorerkids.us,(855) 687-6923,3K|UPK
We Partner - Child's Play,https://brooklyn.explorerkids.us/ps-38-main,ADVENTURES IN MUSICAL THEATER,"From stage to song, this class takes kids on a musical adventure through drama, dance, and vocal fun. With a performance to cap off the session, Explorers build confidence while learning core theater skills.",Tuesday,2:30 PM,3:30 PM,01/05/2026,04/01/2026,1,Semester Based,5,7,None,630,12,52.5,,,"450 Pacific St, Brooklyn, NY 11217",Art,Open,On-site,PS 38,English,info@explorerkids.us,(855) 687-6923,K|1st|2nd
We Core,https://brooklyn.explorerkids.us/ps-38-main,SCIENCE DISCOVERIES,"From erupting volcanoes to space exploration, this exciting science class invites hands-on experiments and creative inquiry. Kids practice observation and develop scientific thinking while having fun.",Tuesday,3:30 PM,4:30 PM,01/05/2026,04/01/2026,1,Semester Based,3,4,None,193,12,16.08,,,"450 Pacific St, Brooklyn, NY 11217",STEM,Open,On-site,PS 38,English,info@explorerkids.us,(855) 687-6923,3K|UPK
We Core,https://brooklyn.explorerkids.us/ps-38-main,SCIENCE DISCOVERIES,"From erupting volcanoes to space exploration, this exciting science class invites hands-on experiments and creative inquiry. Kids practice observation and develop scientific thinking while having fun.",Tuesday,3:30 PM,4:30 PM,01/05/2026,04/01/2026,1,Semester Based,5,10,None,164,12,13.67,,,"450 Pacific St, Brooklyn, NY 11217",STEM,Open,On-site,PS 38,English,info@explorerkids.us,(855) 687-6923,K|1st|2nd|3rd|4th|5th
We Partner - Brooklyn Force,https://brooklyn.explorerkids.us/ps-38-main,SOCCER,"With a focus on game-play and skill-building, this class helps kids develop their soccer technique while having fun. Drills and scrimmages promote strategic thinking, communication, and athletic confidence.",Tuesday,3:30 PM,4:30 PM,01/05/2026,04/01/2026,1,Semester Based,5,7,None,490,12,40.83,,,"450 Pacific St, Brooklyn, NY 11217",Sports,Open,On-site,PS 38,English,info@explorerkids.us,(855) 687-6923,K|1st|2nd
We Core,https://brooklyn.explorerkids.us/ps-38-main,CREATION STATION,"Bring your imagination to life! Each class invites students to create take-home projects using clay, paper, paint, and more. Explorers build confidence by turning everyday materials into original masterpieces.",Tuesday,4:30 PM,5:30 PM,01/05/2026,04/01/2026,1,Semester Based,3,4,None,193,12,16.08,,,"450 Pacific St, Brooklyn, NY 11217",Art,Open,On-site,PS 38,English,info@explorerkids.us,(855) 687-6923,3K|UPK
We Core,https://brooklyn.explorerkids.us/ps-38-main,CREATION STATION,"Bring your imagination to life! Each class invites students to create take-home projects using clay, paper, paint, and more. Explorers build confidence by turning everyday materials into original masterpieces.",Tuesday,4:30 PM,5:30 PM,01/05/2026,04/01/2026,1,Semester Based,5,10,None,164,12,13.67,,,"450 Pacific St, Brooklyn, NY 11217",Art,Open,On-site,PS 38,English,info@explorerkids.us,(855) 687-6923,K|1st|2nd|3rd|4th|5th
We Core,https://brooklyn.explorerkids.us/ps-38-main,INVENTORS TINKER LAB,"If you can dream it, you can build it! Young inventors create machines, structures, and gadgets using a range of materials. Problem-solving, creativity, and trial-and-error are the name of the game.",Wednesday,2:30 PM,3:30 PM,01/05/2026,04/01/2026,1,Semester Based,3,4,None,193,11,17.55,,,"450 Pacific St, Brooklyn, NY 11217",STEM,Open,On-site,PS 38,English,info@explorerkids.us,(855) 687-6923,3K|UPK
We Core,https://brooklyn.explorerkids.us/ps-38-main,INVENTORS TINKER LAB,"If you can dream it, you can build it! Young inventors create machines, structures, and gadgets using a range of materials. Problem-solving, creativity, and trial-and-error are the name of the game.",Wednesday,2:30 PM,3:30 PM,01/05/2026,04/01/2026,1,Semester Based,5,10,None,164,11,14.91,,,"450 Pacific St, Brooklyn, NY 11217",STEM,Open,On-site,PS 38,English,info@explorerkids.us,(855) 687-6923,K|1st|2nd|3rd|4th|5th
We Partner - Ms. Boyd,https://brooklyn.explorerkids.us/ps-38-main,PLAYTIME,"Unstructured play meets guided creativity with games, crafts, and movement. Explorers enjoy a mix of imaginative art, thoughtful games, and musical movement that supports emotional and social growth.",Wednesday,2:30 PM,3:30 PM,01/05/2026,04/01/2026,1,Semester Based,3,4,None,375,11,34.09,,,"450 Pacific St, Brooklyn, NY 11217",Art,Open,On-site,PS 38,English,info@explorerkids.us,(855) 687-6923,3K|UPK
We Partner - Ms. Nugent,https://brooklyn.explorerkids.us/ps-38-main,DRAWING & PAINTING,"From Picasso to Basquiat, students explore artists past and present, then create works inspired by them. Explorers practice with various mediums and develop their own visual voice through guided exploration.",Wednesday,2:30 PM,3:30 PM,01/05/2026,04/01/2026,1,Semester Based,5,7,None,375,11,34.09,,,"450 Pacific St, Brooklyn, NY 11217",Art,Open,On-site,PS 38,English,info@explorerkids.us,(855) 687-6923,K|1st|2nd
